month_year,db_a
March 2012,68.8854498119757
April 2012,69.53172329103562
May 2012,69.10260723296888
June 2012,68.85161290322581
July 2012,69.72316618317447
August 2012,69.28965517241379
September 2012,70.12147505422993
October 2012,69.82734769885607
November 2012,69.01206434316354
December 2012,68.90802139037433
January 2013,69.37249373433583
February 2013,69.8027600849257
March 2013,69.52632442184681
April 2013,70.47711643348352
May 2013,70.26517822169995
June 2013,69.67141682652782
July 2013,69.62136994949495
August 2013,68.53072248480757
September 2013,70.40058309037902
October 2013,70.13476138828634
November 2013,70.51333119177642
December 2013,69.34720416124837
January 2014,67.10655195234943
February 2014,66.65283018867925
March 2014,68.74231113765303
April 2014,68.41865958074993
May 2014,69.18899348298335
June 2014,68.52636699747032
July 2014,68.40222281026726
August 2014,68.10152621101527
September 2014,68.95419156255659
October 2014,68.81343283582089
November 2014,69.15514658677509
December 2014,69.0612987012987
January 2015,69.90283400809717
February 2015,69.14908073541167
March 2015,68.83473557692308
April 2015,68.18242565987303
May 2015,68.64418125643667
June 2015,68.64227353463588
July 2015,67.34648776637727
August 2015,67.5504619758351
September 2015,67.39204309987568
October 2015,66.63618677042801
November 2015,68.3425692695214
December 2015,65.64738292011019
January 2016,66.43612334801762
February 2016,64.59239130434783
March 2016,63.25615212527964
April 2016,63.60964230171073
May 2016,63.23770491803279
June 2016,63.227397260273975
July 2016,62.2485549132948
August 2016,62.44871794871795
May 2017,64.26811594202898
June 2017,67.30604982206405
July 2017,66.86230636833047
August 2017,67.56426484907497
September 2017,67.96336101612115
October 2017,64.71686746987952
November 2017,67.4633891213389
December 2017,67.72768532526474
January 2018,68.14387633769323
February 2018,68.03336339044183
March 2018,68.28132849567402
April 2018,67.52368421052631
May 2018,67.53490691489361
June 2018,67.29090380703283
July 2018,67.02213916043704
August 2018,67.21669793621012
September 2018,67.45780227351017
October 2018,67.56848459616985
November 2018,67.79666401906275
December 2018,68.06509945750452
January 2019,67.81813031161474
February 2019,67.43596059113301
March 2019,67.89775051124744
April 2019,68.0263759086189
May 2019,68.22469458987784
June 2019,67.54891497687656
July 2019,67.57178393745558
August 2019,67.35375118708453
September 2019,67.84909264565425
October 2019,68.09763779527559
November 2019,68.23610563657864
December 2019,68.12610619469027
January 2020,67.45904298459043
February 2020,67.24691358024691
March 2020,67.94785751161591
April 2020,66.23710073710073
May 2020,68.16022099447514
June 2020,67.27807971014492
July 2020,67.01942397856665
August 2020,66.64312873438348
September 2020,67.17603634298693
October 2020,67.74217042971596
November 2020,67.73170731707317
December 2020,68.1868544600939
January 2021,68.14464168310322
February 2021,68.13861824623561
March 2021,67.8269680436477
April 2021,67.90422535211268
May 2021,67.484
June 2021,67.52757502027575
July 2021,67.35032331685052
August 2021,67.49891540130152
September 2021,67.64663677130045
October 2021,67.76676384839651
November 2021,67.78238672622847
December 2021,67.95361781076066
January 2022,66.95774647887323
February 2022,67.65095729013255
March 2022,67.86828565548467
April 2022,68.13762057877814
May 2022,67.80306834030684
June 2022,67.67866821525358
July 2022,67.598271155596
August 2022,67.29231135443942
September 2022,67.91662269129287
October 2022,68.05540897097626
November 2022,67.59303313508921
December 2022,67.73421667965705
January 2023,67.50192802056556
February 2023,68.03815355628826
March 2023,67.8405036726128
April 2023,68.31983198319831
May 2023,67.74848732624693
June 2023,67.49835390946502
July 2023,68.06811594202898
August 2023,67.63347083087803
September 2023,67.38909821652851
October 2023,68.13660377358491
November 2023,68.02473958333333
December 2023,67.97935483870968
January 2024,67.8212401055409
February 2024,68.18609022556392
March 2024,68.09200743494424
April 2024,67.59602076124567
May 2024,67.55450762829403
June 2024,67.54982206405694
July 2024,67.4634448574969
August 2024,67.39174311926605
September 2024,67.61527581329561
October 2024,67.94276094276094
November 2024,67.40080971659918
