month_year,db_a
January 2012,69.5005753739931
February 2012,68.25457438345266
March 2012,70.70082644628098
April 2012,71.47011952191235
May 2012,73.14681440443213
June 2012,71.99145299145299
July 2012,71.964
August 2012,71.32705350414469
September 2012,71.17165354330709
October 2012,70.11207194742303
November 2012,69.5287228109314
December 2012,69.26586741889986
January 2013,68.48471400394477
February 2013,69.6583044982699
March 2013,70.68273645546373
April 2013,72.04622871046229
May 2013,69.88165680473372
June 2013,70.60909856781802
July 2013,69.91369945684973
August 2013,69.54063334605112
September 2013,68.39603960396039
October 2013,67.51840250587314
November 2013,67.21406570841889
December 2013,66.96869244935543
January 2014,66.76600698486612
February 2014,67.55402160864345
March 2014,67.61751361161525
April 2014,68.71135940409684
May 2014,69.6067415730337
June 2014,70.08563535911603
July 2014,69.74619821709491
August 2014,69.095521023766
September 2014,67.85040650406503
October 2014,67.47392963119967
November 2014,66.50703642384106
December 2014,66.94211287988422
January 2015,67.27350427350427
February 2015,67.09382716049383
March 2015,68.23445239405613
April 2015,68.69182389937107
May 2015,70.13
June 2015,71.06765523632994
July 2015,70.45219638242894
August 2015,68.57832042882669
September 2015,68.39654479710727
October 2015,67.13234721681589
November 2015,67.79798903107861
December 2015,66.3003064351379
January 2016,66.93874643874643
February 2016,67.37517433751744
March 2016,67.69662205226258
April 2016,68.75950196592399
May 2016,71.48050579557429
July 2016,67.13560975609757
August 2016,66.28513513513514
September 2016,65.73302872062663
October 2016,64.5571302037201
November 2016,64.47993579454254
December 2016,63.07186858316222
January 2017,62.96707818930041
February 2017,64.00160256410257
March 2017,65.13002364066193
April 2017,66.043250327654
May 2017,65.91349480968859
June 2017,66.5358807082945
July 2017,66.72103487064118
August 2017,65.75134649910234
September 2017,65.33267716535433
October 2017,66.55263157894737
November 2017,65.2057761732852
December 2017,65.03595505617977
January 2018,64.65319865319866
February 2018,63.34274952919021
March 2018,63.86310299869622
April 2018,65.19158878504673
May 2018,65.28316086547507
June 2018,66.01781737193764
July 2018,65.48392857142858
August 2018,65.34174932371506
September 2018,64.77710843373494
October 2018,63.9667994687915
November 2018,62.48562300319489
December 2018,64.13991769547324
January 2019,63.645933014354064
February 2019,63.95
March 2019,65.1547619047619
April 2019,64.31857451403887
May 2019,66.02963917525773
June 2019,65.85579196217495
July 2019,65.02203567681008
August 2019,64.90887573964497
September 2019,65.17565698478562
October 2019,64.3655589123867
November 2019,63.93687707641196
December 2019,64.30736842105263
January 2020,64.62259615384616
February 2020,65.10924369747899
March 2020,64.45879732739421
April 2020,63.675
May 2020,65.04812834224599
June 2020,66.33201581027669
July 2020,64.69482288828338
August 2020,63.691764705882356
September 2020,64.88059701492537
October 2020,65.07357859531773
November 2020,64.62443438914028
December 2020,64.20618556701031
February 2021,63.214285714285715
March 2021,65.0
April 2021,65.2024647887324
May 2021,66.37026239067055
June 2021,65.3491773308958
July 2021,64.86568730325288
August 2021,64.9280868385346
September 2021,64.35728155339805
October 2021,64.16878402903811
November 2021,63.9073275862069
December 2021,65.11733333333333
January 2022,65.4135593220339
February 2022,65.5891472868217
March 2022,63.6
April 2022,64.26745562130178
May 2022,65.41211401425178
June 2022,66.00627943485087
July 2022,65.41188524590164
August 2022,64.39100817438693
September 2022,64.33222591362126
October 2022,64.19047619047619
November 2022,62.84426229508197
December 2022,62.64887640449438
January 2023,63.24293785310734
February 2023,62.805774278215225
March 2023,63.3698224852071
April 2023,64.48911465892598
May 2023,64.88433515482696
June 2023,66.08294392523365
July 2023,65.47430249632893
August 2023,64.95287958115183
September 2023,64.29539295392954
October 2023,64.25527426160338
November 2023,64.4317673378076
December 2023,64.12835820895522
January 2024,63.61616161616162
February 2024,64.37185929648241
March 2024,63.72425249169435
April 2024,64.36127167630057
May 2024,64.62247191011235
June 2024,65.54583921015515
July 2024,65.15656008820287
August 2024,64.78370221327968
September 2024,64.34352078239608
October 2024,63.48798076923077
November 2024,63.16035634743875
December 2024,63.42982456140351
