month_year,db_a
June 2014,65.51339285714286
July 2014,65.63973268529769
August 2014,65.88045007032349
September 2014,65.59157808667211
October 2014,65.98992248062015
November 2014,66.08941176470589
December 2014,65.31003811944092
January 2015,66.21138211382114
February 2015,66.26329331046313
March 2015,66.39437462597247
April 2015,65.6032531824611
May 2015,66.02985074626865
June 2015,65.85470719051149
July 2015,65.18857142857142
August 2015,65.0327868852459
September 2015,65.96896551724137
October 2015,65.44134078212291
November 2015,66.4186046511628
December 2015,63.904761904761905
January 2016,64.32918149466192
February 2016,65.11290322580645
March 2016,64.87836583101208
April 2016,64.88779956427015
May 2016,64.70317002881845
June 2016,64.05994152046783
July 2016,63.485380116959064
August 2016,63.40762124711316
September 2016,63.95885509838998
October 2016,64.69306322897484
November 2016,64.62526766595289
December 2016,63.308049535603715
January 2017,63.6906552094522
February 2017,64.96478873239437
March 2017,64.21969696969697
April 2017,64.2688888888889
May 2017,64.44658944658944
June 2017,63.59313215400624
July 2017,63.460032626427406
August 2017,63.64270833333333
September 2017,64.51186790505676
October 2017,63.6258064516129
November 2017,63.97840172786177
December 2017,65.30327868852459
January 2018,64.46735395189003
February 2018,64.31070070613796
March 2018,64.64884020618557
April 2018,64.27812781278128
May 2018,64.04368231046931
June 2018,63.72382048331416
July 2018,63.310071942446044
August 2018,64.0010183299389
September 2018,63.88676574663836
October 2018,63.996102208748376
November 2018,64.78471575023299
December 2018,64.90450054884742
January 2019,64.13240857503152
February 2019,63.468699839486355
March 2019,64.05674846625767
April 2019,64.12013139371187
May 2019,64.22295623451693
June 2019,63.33892617449664
July 2019,63.3134328358209
August 2019,63.29856584093872
September 2019,63.78504672897196
October 2019,64.20937752627324
November 2019,64.6499560246262
December 2019,64.4002541296061
January 2020,63.482824427480914
February 2020,64.25
March 2020,64.3447251114413
April 2020,65.08060453400503
May 2020,63.725903614457835
June 2020,63.59340659340659
July 2020,62.6988416988417
August 2020,62.142450142450144
September 2020,62.79225352112676
October 2020,63.492924528301884
November 2020,62.93015873015873
December 2020,64.10282776349614
January 2021,63.872860635696824
February 2021,63.691570881226056
March 2021,63.540983606557376
April 2021,63.79665071770335
May 2021,63.794117647058826
June 2021,62.80665280665281
July 2021,63.00176056338028
August 2021,63.62935323383085
September 2021,63.25241675617615
October 2021,63.88780487804878
November 2021,63.728125
December 2021,64.09395973154362
January 2022,63.80194805194805
February 2022,64.17898832684826
March 2022,63.54325468844525
April 2022,63.79143798024149
May 2022,63.54385964912281
June 2022,63.28726877040261
July 2022,63.202816901408454
August 2022,62.46778042959427
September 2022,64.26628571428571
October 2022,64.18134715025907
November 2022,63.440140845070424
December 2022,63.32949087415946
January 2023,63.339233038348084
February 2023,63.8343949044586
March 2023,64.18766066838046
April 2023,64.5253164556962
May 2023,64.13504189255791
June 2023,62.95845070422535
July 2023,64.16906474820144
August 2023,62.97844827586207
September 2023,58.32746478873239
October 2023,60.56730769230769
November 2023,61.63333333333333
December 2023,60.244897959183675
January 2024,60.21212121212121
February 2024,60.23880597014925
March 2024,60.553333333333335
April 2024,59.148936170212764
May 2024,60.083333333333336
June 2024,58.204081632653065
July 2024,58.27891156462585
August 2024,58.47244094488189
September 2024,59.20814479638009
October 2024,59.5472312703583
November 2024,59.645390070921984
December 2024,59.711711711711715
